income;percentage;tax
117400;11.3147;13283.45
117500;11.3221;13303.45
117600;11.3294;13323.35
117700;11.3368;13343.40
117800;11.3440;13363.25
117900;11.3515;13383.40
118000;11.3588;13403.40
118100;11.3661;13423.35
118200;11.3733;13443.25
118300;11.3809;13463.60
118400;11.3880;13483.40
118500;11.3956;13503.80
118600;11.4029;13523.85
118700;11.4100;13543.65
118800;11.4174;13563.85
118900;11.4248;13584.10
119000;11.4321;13604.20
119100;11.4395;13624.45
119200;11.4467;13644.45
119300;11.4541;13664.75
119400;11.4615;13685.05
119500;11.4689;13705.35
119600;11.4762;13725.55
119700;11.4835;13745.75
119800;11.4909;13766.10
119900;11.4981;13786.20
120000;11.5056;13806.70
120100;11.5127;13826.75
120200;11.5202;13847.30
120300;11.5274;13867.45
120400;11.5348;13887.90
120500;11.5422;13908.35
120600;11.5495;13928.70
120700;11.5569;13949.20
120800;11.5643;13969.65
120900;11.5716;13990.05
121000;11.5790;14010.60
121100;11.5860;14030.65
121200;11.5936;14051.45
121300;11.6010;14072.00
121400;11.6084;14092.60
121500;11.6155;14112.85
121600;11.6229;14133.45
121700;11.6302;14153.95
121800;11.6376;14174.60
121900;11.6450;14195.25
122000;11.6523;14215.80
122100;11.6596;14236.35
122200;11.6669;14256.95
122300;11.6742;14277.55
122400;11.6817;14298.40
122500;11.6890;14319.05
122600;11.6963;14339.65
122700;11.7037;14360.45
122800;11.7110;14381.10
122900;11.7184;14401.90
123000;11.7256;14422.50
123100;11.7331;14443.45
123200;11.7403;14464.05
123300;11.7477;14484.90
123400;11.7549;14505.55
123500;11.7623;14526.45
123600;11.7697;14547.35
123700;11.7770;14568.15
123800;11.7844;14589.10
123900;11.7917;14609.90
124000;11.7990;14630.75
124100;11.8059;14651.10
124200;11.8127;14671.35
124300;11.8196;14691.75
124400;11.8262;14711.80
124500;11.8329;14731.95
124600;11.8396;14752.15
124700;11.8466;14772.70
124800;11.8534;14793.05
124900;11.8600;14813.15
125000;11.8668;14833.50
125100;11.8737;14854.00
125200;11.8804;14874.25
125300;11.8872;14894.65
125400;11.8940;14915.10
125500;11.9008;14935.50
125600;11.9074;14955.70
125700;11.9142;14976.15
125800;11.9211;14996.75
125900;11.9278;15017.10
126000;11.9345;15037.45
126100;11.9415;15058.25
126200;11.9482;15078.65
126300;11.9548;15098.90
126400;11.9616;15119.45
126500;11.9685;15140.15
126600;11.9752;15160.60
126700;11.9820;15181.20
126800;11.9886;15201.55
126900;11.9955;15222.30
127000;12.0023;15242.90
127100;12.0090;15263.45
127200;12.0160;15284.35
127300;12.0226;15304.75
127400;12.0294;15325.45
127500;12.0362;15346.15
127600;12.0430;15366.85
127700;12.0497;15387.45
127800;12.0566;15408.35
127900;12.0632;15428.85
128000;12.0700;15449.60
128100;12.0768;15470.40
128200;12.0836;15491.20
128300;12.0904;15512.00
128400;12.0972;15532.80
128500;12.1040;15553.65
128600;12.1108;15574.50
128700;12.1174;15595.10
128800;12.1241;15615.85
128900;12.1311;15637.00
129000;12.1378;15657.75
129100;12.1445;15678.55
129200;12.1514;15699.60
129300;12.1581;15720.40
129400;12.1648;15741.25
129500;12.1718;15762.50
129600;12.1785;15783.35
129700;12.1852;15804.20
129800;12.1920;15825.20
129900;12.1986;15846.00
130000;12.2056;15867.30
130100;12.2123;15888.20
130200;12.2190;15909.15
130300;12.2259;15930.35
130400;12.2326;15951.30
130500;12.2393;15972.30
130600;12.2462;15993.55
130700;12.2530;16014.65
130800;12.2597;16035.70
130900;12.2666;16057.00
131000;12.2732;16077.90
131100;12.2800;16099.10
131200;12.2868;16120.30
131300;12.2936;16141.50
131400;12.3004;16162.75
131500;12.3072;16183.95
131600;12.3138;16204.95
131700;12.3207;16226.35
131800;12.3275;16247.65
131900;12.3344;16269.05
132000;12.3411;16290.25
132100;12.3477;16311.30
132200;12.3544;16332.50
132300;12.3614;16354.15
132400;12.3681;16375.35
132500;12.3748;16396.60
132600;12.3816;16418.00
132700;12.3885;16439.55
132800;12.3952;16460.85
132900;12.4020;16482.25
133000;12.4088;16503.70
133100;12.4156;16525.15
133200;12.4222;16546.35
133300;12.4290;16567.85
133400;12.4359;16589.50
133500;12.4426;16610.85
133600;12.4493;16632.25
133700;12.4563;16654.05
133800;12.4630;16675.50
133900;12.4697;16696.95
134000;12.4764;16718.40
134100;12.4832;16739.95
134200;12.4901;16761.70
134300;12.4968;16783.20
134400;12.5036;16804.85
134500;12.5103;16826.35
134600;12.5171;16848.00
134700;12.5238;16869.55
134800;12.5308;16891.50
134900;12.5374;16912.95
135000;12.5442;16934.65
135100;12.5510;16956.40
135200;12.5578;16978.15
135300;12.5645;16999.75
135400;12.5714;17021.70
135500;12.5780;17043.20
135600;12.5848;17065.00
135700;12.5916;17086.80
135800;12.5984;17108.65
135900;12.6052;17130.45
136000;12.6120;17152.30
136100;12.6188;17174.20
136200;12.6256;17196.05
136300;12.6323;17217.80
136400;12.6390;17239.60
136500;12.6459;17261.65
136600;12.6526;17283.45
136700;12.6593;17305.25
136800;12.6662;17327.35
136900;12.6729;17349.20
137000;12.6796;17371.05
137100;12.6866;17393.35
137200;12.6934;17415.35
137300;12.7000;17437.10
137400;12.7068;17459.15
137500;12.7136;17481.20
137600;12.7204;17503.25
137700;12.7271;17525.20
137800;12.7338;17547.20
137900;12.7407;17569.45
138000;12.7474;17591.40
138100;12.7541;17613.40
138200;12.7610;17635.70
138300;12.7678;17657.85
138400;12.7745;17679.90
138500;12.7814;17702.25
138600;12.7881;17724.30
138700;12.7948;17746.40
138800;12.8015;17768.50
138900;12.8084;17790.85
139000;12.8152;17813.15
139100;12.8220;17835.40
139200;12.8286;17857.40
139300;12.8355;17879.85
139400;12.8422;17902.05
139500;12.8492;17924.65
139600;12.8559;17946.85
139700;12.8626;17969.05
139800;12.8692;17991.15
139900;12.8762;18013.80
140000;12.8829;18036.05
140100;12.8897;18058.45
140200;12.8964;18080.75
140300;12.9033;18103.35
140400;12.9100;18125.65
140500;12.9168;18148.10
140600;12.9236;18170.60
140700;12.9304;18193.05
140800;12.9371;18215.45
140900;12.9438;18237.80
141000;12.9507;18260.50
141100;12.9574;18282.90
141200;12.9641;18305.30
141300;12.9711;18328.15
141400;12.9778;18350.60
141500;12.9845;18373.05
141600;12.9912;18395.55
141700;12.9980;18418.15
141800;13.0012;18435.70
141900;13.0029;18451.10
142000;13.0046;18466.55
142100;13.0063;18481.95
142200;13.0080;18497.40
142300;13.0096;18512.65
142400;13.0114;18528.25
142500;13.0131;18543.65
142600;13.0147;18558.95
142700;13.0164;18574.40
142800;13.0182;18590.00
142900;13.0198;18605.30
143000;13.0215;18620.75
143100;13.0232;18636.20
143200;13.0249;18651.65
143300;13.0266;18667.10
143400;13.0283;18682.60
143500;13.0300;18698.05
143600;13.0317;18713.50
143700;13.0334;18729.00
143800;13.0351;18744.45
143900;13.0368;18759.95
144000;13.0385;18775.45
144100;13.0401;18790.80
144200;13.0419;18806.40
144300;13.0435;18821.75
144400;13.0453;18837.40
144500;13.0469;18852.75
144600;13.0486;18868.30
144700;13.0503;18883.80
144800;13.0521;18899.45
144900;13.0537;18914.80
145000;13.0554;18930.35
145100;13.0571;18945.85
145200;13.0588;18961.40
145300;13.0605;18976.90
145400;13.0622;18992.45
145500;13.0639;19007.95
145600;13.0656;19023.50
145700;13.0672;19038.90
145800;13.0689;19054.45
145900;13.0706;19070.00
146000;13.0723;19085.55
146100;13.0740;19101.10
146200;13.0757;19116.65
146300;13.0774;19132.25
146400;13.0791;19147.80
146500;13.0808;19163.35
146600;13.0825;19178.95
146700;13.0842;19194.50
146800;13.0859;19210.10
146900;13.0876;19225.70
147000;13.0893;19241.25
147100;13.0910;19256.85
147200;13.0927;19272.45
147300;13.0944;19288.05
147400;13.0960;19303.50
147500;13.0977;19319.10
147600;13.0994;19334.70
147700;13.1011;19350.30
147800;13.1028;19365.95
147900;13.1045;19381.55
148000;13.1062;19397.20
148100;13.1079;19412.80
148200;13.1096;19428.45
148300;13.1113;19444.05
148400;13.1130;19459.70
148500;13.1147;19475.35
148600;13.1164;19490.95
148700;13.1181;19506.60
148800;13.1197;19522.10
148900;13.1215;19537.90
149000;13.1232;19553.55
149100;13.1248;19569.10
149200;13.1265;19584.75
149300;13.1282;19600.40
149400;13.1299;19616.05
149500;13.1316;19631.75
149600;13.1333;19647.40
149700;13.1350;19663.10
149800;13.1367;19678.80
149900;13.1383;19694.30
150000;13.1401;19710.15
150100;13.1418;19725.85
150200;13.1434;19741.40
150300;13.1451;19757.10
150400;13.1469;19772.95
150500;13.1485;19788.50
150600;13.1502;19804.20
150700;13.1519;19819.90
150800;13.1536;19835.65
150900;13.1553;19851.35
151000;13.1570;19867.05
151100;13.1587;19882.80
151200;13.1604;19898.50
151300;13.1621;19914.25
151400;13.1638;19930.00
151500;13.1655;19945.75
151600;13.1672;19961.50
151700;13.1688;19977.05
151800;13.1706;19992.95
151900;13.1722;20008.55
152000;13.1740;20024.50
152100;13.1756;20040.10
152200;13.1773;20055.85
152300;13.1790;20071.60
152400;13.1807;20087.40
152500;13.1824;20103.15
152600;13.1841;20118.95
152700;13.1858;20134.70
152800;13.1875;20150.50
152900;13.1892;20166.30
153000;13.1909;20182.10
153100;13.1926;20197.85
153200;13.1943;20213.65
153300;13.1959;20229.30
153400;13.1976;20245.10
153500;13.1994;20261.10
153600;13.2010;20276.75
153700;13.2027;20292.55
153800;13.2044;20308.35
153900;13.2061;20324.20
154000;13.2078;20340.00
154100;13.2095;20355.85
154200;13.2112;20371.65
154300;13.2129;20387.50
154400;13.2146;20403.35
154500;13.2163;20419.20
154600;13.2180;20435.05
154700;13.2196;20450.70
154800;13.2214;20466.75
154900;13.2231;20482.60
155000;13.2247;20498.30
155100;13.2264;20514.15
155200;13.2281;20530.00
155300;13.2298;20545.90
155400;13.2315;20561.75
155500;13.2332;20577.65
155600;13.2349;20593.50
155700;13.2366;20609.40
155800;13.2383;20625.25
155900;13.2400;20641.15
156000;13.2417;20657.05
156100;13.2434;20672.95
156200;13.2451;20688.85
156300;13.2468;20704.75
156400;13.2484;20720.50
156500;13.2501;20736.40
156600;13.2518;20752.30
156700;13.2535;20768.25
156800;13.2552;20784.15
156900;13.2569;20800.10
157000;13.2586;20816.00
157100;13.2603;20831.95
157200;13.2620;20847.85
157300;13.2637;20863.80
157400;13.2654;20879.75
157500;13.2670;20895.55
157600;13.2688;20911.65
157700;13.2705;20927.60
157800;13.2722;20943.55
157900;13.2738;20959.35
158000;13.2756;20975.45
158100;13.2772;20991.25
158200;13.2789;21007.20
158300;13.2806;21023.20
158400;13.2823;21039.15
158500;13.2840;21055.15
158600;13.2857;21071.10
158700;13.2874;21087.10
158800;13.2891;21103.10
158900;13.2908;21119.10
159000;13.2925;21135.10
159100;13.2942;21151.05
159200;13.2959;21167.05
159300;13.2975;21182.90
159400;13.2993;21199.10
159500;13.3006;21214.45
159600;13.3018;21229.65
159700;13.3029;21244.75
159800;13.3040;21259.80
159900;13.3051;21274.85
160000;13.3063;21290.10
160100;13.3074;21305.15
160200;13.3085;21320.20
160300;13.3097;21335.45
160400;13.3108;21350.50
160500;13.3119;21365.60
160600;13.3130;21380.70
160700;13.3142;21395.90
160800;13.3153;21411.00
160900;13.3164;21426.10
161000;13.3176;21441.35
161100;13.3187;21456.45
161200;13.3198;21471.50
161300;13.3210;21486.75
161400;13.3221;21501.85
161500;13.3232;21516.95
161600;13.3243;21532.05
161700;13.3255;21547.35
161800;13.3266;21562.45
161900;13.3277;21577.55
162000;13.3288;21592.65
162100;13.3300;21607.95
162200;13.3311;21623.05
162300;13.3322;21638.15
162400;13.3334;21653.45
162500;13.3345;21668.55
162600;13.3356;21683.70
162700;13.3368;21698.95
162800;13.3379;21714.10
162900;13.3390;21729.25
163000;13.3402;21744.55
163100;13.3413;21759.65
163200;13.3424;21774.80
163300;13.3435;21789.95
163400;13.3446;21805.10
163500;13.3458;21820.40
163600;13.3469;21835.55
163700;13.3481;21850.85
163800;13.3492;21866.00
163900;13.3503;21881.15
164000;13.3514;21896.30
164100;13.3526;21911.60
164200;13.3537;21926.80
164300;13.3548;21941.95
164400;13.3560;21957.25
164500;13.3571;21972.45
164600;13.3582;21987.60
164700;13.3593;22002.75
164800;13.3605;22018.10
164900;13.3616;22033.30
165000;13.3627;22048.45
165100;13.3638;22063.65
165200;13.3650;22079.00
165300;13.3661;22094.15
165400;13.3672;22109.35
165500;13.3684;22124.70
165600;13.3695;22139.90
165700;13.3706;22155.10
165800;13.3718;22170.45
165900;13.3729;22185.65
166000;13.3740;22200.85
166100;13.3751;22216.05
166200;13.3763;22231.40
166300;13.3774;22246.60
166400;13.3785;22261.80
166500;13.3796;22277.05
166600;13.3808;22292.40
166700;13.3819;22307.65
166800;13.3830;22322.85
166900;13.3842;22338.25
167000;13.3853;22353.45
167100;13.3864;22368.65
167200;13.3876;22384.05
167300;13.3887;22399.30
167400;13.3898;22414.55
167500;13.3909;22429.75
167600;13.3921;22445.15
167700;13.3932;22460.40
167800;13.3944;22475.80
167900;13.3955;22491.05
168000;13.3966;22506.30
168100;13.3977;22521.55
168200;13.3988;22536.80
168300;13.4000;22552.20
168400;13.4011;22567.45
168500;13.4022;22582.70
168600;13.4034;22598.15
168700;13.4045;22613.40
168800;13.4056;22628.65
168900;13.4068;22644.10
169000;13.4079;22659.35
169100;13.4090;22674.60
169200;13.4101;22689.90
169300;13.4113;22705.35
169400;13.4124;22720.60
169500;13.4135;22735.90
169600;13.4146;22751.15
169700;13.4158;22766.60
169800;13.4169;22781.90
169900;13.4180;22797.20
170000;13.4192;22812.65
170100;13.4203;22827.95
170200;13.4214;22843.20
170300;13.4226;22858.70
170400;13.4237;22874.00
170500;13.4248;22889.30
170600;13.4259;22904.60
170700;13.4271;22920.05
170800;13.4282;22935.35
170900;13.4293;22950.65
171000;13.4304;22966.00
171100;13.4316;22981.45
171200;13.4327;22996.80
171300;13.4339;23012.25
171400;13.4350;23027.60
171500;13.4361;23042.90
171600;13.4372;23058.25
171700;13.4384;23073.75
171800;13.4395;23089.05
171900;13.4406;23104.40
172000;13.4418;23119.90
172100;13.4429;23135.25
172200;13.4440;23150.55
172300;13.4451;23165.90
172400;13.4463;23181.40
172500;13.4474;23196.75
172600;13.4485;23212.10
172700;13.4496;23227.45
172800;13.4508;23243.00
172900;13.4519;23258.35
173000;13.4530;23273.70
173100;13.4542;23289.20
173200;13.4553;23304.60
173300;13.4564;23319.95
173400;13.4576;23335.50
173500;13.4587;23350.85
173600;13.4598;23366.20
173700;13.4609;23381.60
173800;13.4621;23397.15
173900;13.4632;23412.50
174000;13.4643;23427.90
174100;13.4654;23443.25
174200;13.4666;23458.80
174300;13.4677;23474.20
174400;13.4688;23489.60
174500;13.4700;23505.15
174600;13.4711;23520.55
174700;13.4722;23535.95
174800;13.4734;23551.50
174900;13.4745;23566.90
175000;13.4756;23582.30
175100;13.4767;23597.70
175200;13.4779;23613.30
175300;13.4790;23628.70
175400;13.4802;23644.25
175500;13.4813;23659.70
175600;13.4824;23675.10
175700;13.4835;23690.50
175800;13.4846;23705.95
175900;13.4858;23721.50
176000;13.4869;23736.95
176100;13.4880;23752.35
176200;13.4892;23767.95
176300;13.4903;23783.40
176400;13.4914;23798.85
176500;13.4925;23814.25
176600;13.4937;23829.85
176700;13.4948;23845.30
176800;13.4959;23860.75
176900;13.4971;23876.35
177000;13.4982;23891.80
177100;13.4993;23907.25
177200;13.5001;23922.20
177300;13.5004;23936.20
177400;13.5007;23950.25
177500;13.5010;23964.30
177600;13.5012;23978.15
177700;13.5015;23992.15
177800;13.5018;24006.20
177900;13.5021;24020.25
178000;13.5024;24034.25
178100;13.5027;24048.30
178200;13.5029;24062.15
178300;13.5032;24076.20
178400;13.5035;24090.25
178500;13.5038;24104.30
178600;13.5041;24118.30
178700;13.5044;24132.35
178800;13.5046;24146.20
178900;13.5049;24160.25
179000;13.5052;24174.30
179100;13.5055;24188.35
179200;13.5058;24202.40
179300;13.5060;24216.25
179400;13.5063;24230.30
179500;13.5066;24244.35
179600;13.5069;24258.40
179700;13.5072;24272.45
179800;13.5075;24286.50
179900;13.5077;24300.35
180000;13.5080;24314.40
180100;13.5083;24328.45
180200;13.5086;24342.50
180300;13.5089;24356.55
180400;13.5091;24370.40
180500;13.5094;24384.45
180600;13.5097;24398.50
180700;13.5100;24412.55
180800;13.5103;24426.60
180900;13.5106;24440.70
181000;13.5108;24454.55
181100;13.5111;24468.60
181200;13.5114;24482.65
181300;13.5117;24496.70
181400;13.5120;24510.75
181500;13.5123;24524.80
181600;13.5125;24538.70
181700;13.5128;24552.75
181800;13.5131;24566.80
181900;13.5134;24580.85
182000;13.5137;24594.95
182100;13.5139;24608.80
182200;13.5142;24622.85
182300;13.5145;24636.95
182400;13.5148;24651.00
182500;13.5151;24665.05
182600;13.5154;24679.10
182700;13.5156;24693.00
182800;13.5159;24707.05
182900;13.5162;24721.15
183000;13.5165;24735.20
183100;13.5168;24749.25
183200;13.5171;24763.35
183300;13.5173;24777.20
183400;13.5176;24791.30
183500;13.5179;24805.35
183600;13.5182;24819.40
183700;13.5185;24833.50
183800;13.5187;24847.35
183900;13.5190;24861.45
184000;13.5193;24875.50
184100;13.5196;24889.60
184200;13.5199;24903.65
184300;13.5202;24917.75
184400;13.5204;24931.60
184500;13.5207;24945.70
184600;13.5210;24959.75
184700;13.5213;24973.85
184800;13.5216;24987.90
184900;13.5219;25002.00
185000;13.5221;25015.90
185100;13.5224;25029.95
185200;13.5227;25044.05
185300;13.5230;25058.10
185400;13.5233;25072.20
185500;13.5235;25086.10
185600;13.5238;25100.15
185700;13.5241;25114.25
185800;13.5244;25128.35
185900;13.5247;25142.40
186000;13.5250;25156.50
186100;13.5252;25170.40
186200;13.5255;25184.50
186300;13.5258;25198.55
186400;13.5261;25212.65
186500;13.5264;25226.75
186600;13.5266;25240.65
186700;13.5269;25254.70
186800;13.5272;25268.80
186900;13.5275;25282.90
187000;13.5278;25297.00
187100;13.5281;25311.10
187200;13.5283;25325.00
187300;13.5286;25339.05
187400;13.5289;25353.15
187500;13.5292;25367.25
187600;13.5295;25381.35
187700;13.5298;25395.45
187800;13.5300;25409.35
187900;13.5303;25423.45
188000;13.5306;25437.55
188100;13.5309;25451.60
188200;13.5312;25465.70
188300;13.5314;25479.65
188400;13.5317;25493.70
188500;13.5320;25507.80
188600;13.5323;25521.90
188700;13.5326;25536.00
188800;13.5329;25550.10
188900;13.5331;25564.05
189000;13.5334;25578.15
189100;13.5337;25592.25
189200;13.5340;25606.35
189300;13.5343;25620.45
189400;13.5345;25634.35
189500;13.5348;25648.45
189600;13.5351;25662.55
189700;13.5354;25676.65
189800;13.5357;25690.75
189900;13.5360;25704.85
190000;13.5362;25718.80
190100;13.5365;25732.90
190200;13.5368;25747.00
190300;13.5371;25761.10
190400;13.5374;25775.20
190500;13.5377;25789.30
190600;13.5379;25803.25
190700;13.5382;25817.35
190800;13.5385;25831.45
190900;13.5388;25845.55
191000;13.5391;25859.70
191100;13.5393;25873.60
191200;13.5396;25887.70
191300;13.5399;25901.85
191400;13.5402;25915.95
191500;13.5405;25930.05
191600;13.5408;25944.15
191700;13.5410;25958.10
191800;13.5413;25972.20
191900;13.5416;25986.35
192000;13.5419;26000.45
192100;13.5422;26014.55
192200;13.5425;26028.70
192300;13.5427;26042.60
192400;13.5430;26056.75
192500;13.5433;26070.85
192600;13.5436;26084.95
192700;13.5439;26099.10
192800;13.5441;26113.00
192900;13.5444;26127.15
193000;13.5447;26141.25
193100;13.5450;26155.40
193200;13.5453;26169.50
193300;13.5456;26183.65
193400;13.5458;26197.60
193500;13.5461;26211.70
193600;13.5464;26225.85
193700;13.5467;26239.95
193800;13.5470;26254.10
193900;13.5473;26268.20
194000;13.5475;26282.15
194100;13.5478;26296.30
194200;13.5481;26310.40
194300;13.5484;26324.55
194400;13.5487;26338.65
194500;13.5489;26352.60
194600;13.5492;26366.75
194700;13.5495;26380.90
194800;13.5498;26395.00
194900;13.5501;26409.15
195000;13.5504;26423.30
195100;13.5506;26437.20
195200;13.5509;26451.35
195300;13.5512;26465.50
195400;13.5515;26479.65
195500;13.5518;26493.75
195600;13.5520;26507.70
195700;13.5523;26521.85
195800;13.5526;26536.00
195900;13.5529;26550.15
196000;13.5532;26564.25
196100;13.5535;26578.40
196200;13.5537;26592.35
196300;13.5540;26606.50
196400;13.5543;26620.65
196500;13.5546;26634.80
196600;13.5549;26648.95
196700;13.5552;26663.10
196800;13.5554;26677.05
196900;13.5557;26691.15
197000;13.5560;26705.30
197100;13.5563;26719.45
197200;13.5566;26733.60
197300;13.5568;26747.55
197400;13.5571;26761.70
197500;13.5574;26775.85
197600;13.5577;26790.00
197700;13.5580;26804.15
197800;13.5583;26818.30
197900;13.5585;26832.25
198000;13.5588;26846.40
198100;13.5591;26860.60
198200;13.5594;26874.75
198300;13.5597;26888.90
198400;13.5600;26903.05
198500;13.5602;26917.00
198600;13.5605;26931.15
198700;13.5608;26945.30
198800;13.5611;26959.45
198900;13.5614;26973.60
199000;13.5616;26987.60
199100;13.5619;27001.75
199200;13.5622;27015.90
199300;13.5625;27030.05
199400;13.5628;27044.20
199500;13.5631;27058.40
199600;13.5633;27072.35
199700;13.5636;27086.50
199800;13.5639;27100.65
199900;13.5642;27114.85
200000;13.5645;27129.00
200100;13.5648;27143.15
200200;13.5650;27157.15
200300;13.5653;27171.30
200400;13.5656;27185.45
200500;13.5659;27199.65
200600;13.5662;27213.80
200700;13.5664;27227.75
200800;13.5667;27241.95
200900;13.5670;27256.10
201000;13.5673;27270.25
201100;13.5676;27284.45
201200;13.5679;27298.60
201300;13.5681;27312.60
201400;13.5684;27326.75
201500;13.5687;27340.95
201600;13.5690;27355.10
201700;13.5693;27369.30
201800;13.5695;27383.25
201900;13.5698;27397.45
202000;13.5701;27411.60
202100;13.5704;27425.80
202200;13.5707;27439.95
202300;13.5710;27454.15
202400;13.5712;27468.10
202500;13.5715;27482.30
202600;13.5718;27496.45
202700;13.5721;27510.65
202800;13.5724;27524.85
202900;13.5726;27538.80
203000;13.5729;27553.00
203100;13.5732;27567.15
203200;13.5735;27581.35
203300;13.5738;27595.55
203400;13.5741;27609.70
203500;13.5743;27623.70
203600;13.5746;27637.90
203700;13.5749;27652.05
203800;13.5752;27666.25
203900;13.5755;27680.45
204000;13.5758;27694.65
204100;13.5760;27708.60
204200;13.5763;27722.80
204300;13.5766;27737.00
204400;13.5769;27751.20
204500;13.5772;27765.35
204600;13.5775;27779.55
204700;13.5777;27793.55
204800;13.5780;27807.75
204900;13.5783;27821.95
205000;13.5786;27836.15
205100;13.5789;27850.30
205200;13.5791;27864.30
205300;13.5794;27878.50
205400;13.5797;27892.70
205500;13.5800;27906.90
205600;13.5803;27921.10
205700;13.5806;27935.30
205800;13.5808;27949.30
205900;13.5811;27963.50
206000;13.5814;27977.70
206100;13.5817;27991.90
206200;13.5820;28006.10
206300;13.5822;28020.10
206400;13.5825;28034.30
206500;13.5828;28048.50
206600;13.5831;28062.70
206700;13.5834;28076.90
206800;13.5837;28091.10
206900;13.5839;28105.10
207000;13.5842;28119.30
207100;13.5845;28133.50
207200;13.5848;28147.70
207300;13.5851;28161.90
207400;13.5854;28176.10
207500;13.5856;28190.10
207600;13.5859;28204.35
207700;13.5862;28218.55
207800;13.5865;28232.75
207900;13.5868;28246.95
208000;13.5870;28260.95
208100;13.5873;28275.15
208200;13.5876;28289.40
208300;13.5879;28303.60
208400;13.5882;28317.80
208500;13.5885;28332.00
208600;13.5887;28346.05
208700;13.5890;28360.25
208800;13.5893;28374.45
208900;13.5896;28388.65
209000;13.5899;28402.90
209100;13.5902;28417.10
209200;13.5904;28431.10
209300;13.5907;28445.35
209400;13.5910;28459.55
209500;13.5913;28473.75
209600;13.5916;28488.00
209700;13.5918;28502.00
209800;13.5921;28516.25
209900;13.5924;28530.45
210000;13.5927;28544.65
210100;13.5930;28558.90
210200;13.5933;28573.10
210300;13.5935;28587.15
210400;13.5938;28601.35
210500;13.5941;28615.60
210600;13.5944;28629.80
210700;13.5947;28644.05
210800;13.5950;28658.25
210900;13.5952;28672.30
211000;13.5955;28686.50
211100;13.5958;28700.75
211200;13.5961;28714.95
211300;13.5964;28729.20
211400;13.5966;28743.20
211500;13.5969;28757.45
211600;13.5972;28771.70
211700;13.5975;28785.90
211800;13.5978;28800.15
211900;13.5981;28814.35
212000;13.5983;28828.40
212100;13.5986;28842.65
212200;13.5989;28856.85
212300;13.5992;28871.10
212400;13.5995;28885.35
212500;13.5997;28899.35
212600;13.6000;28913.60
212700;13.6003;28927.85
212800;13.6006;28942.10
212900;13.6009;28956.30
213000;13.6012;28970.55
213100;13.6014;28984.60
213200;13.6017;28998.80
213300;13.6020;29013.05
213400;13.6023;29027.30
213500;13.6026;29041.55
213600;13.6029;29055.80
213700;13.6031;29069.80
213800;13.6034;29084.05
213900;13.6037;29098.30
214000;13.6040;29112.55
214100;13.6043;29126.80
214200;13.6045;29140.85
214300;13.6048;29155.10
214400;13.6051;29169.35
214500;13.6054;29183.60
214600;13.6057;29197.85
214700;13.6060;29212.10
214800;13.6062;29226.10
214900;13.6065;29240.35
215000;13.6068;29254.60
215100;13.6071;29268.85
215200;13.6074;29283.10
215300;13.6076;29297.15
215400;13.6079;29311.40
215500;13.6082;29325.65
215600;13.6085;29339.95
215700;13.6088;29354.20
215800;13.6091;29368.45
215900;13.6093;29382.50
216000;13.6096;29396.75
216100;13.6099;29411.00
216200;13.6102;29425.25
216300;13.6105;29439.50
216400;13.6108;29453.75
216500;13.6110;29467.80
216600;13.6113;29482.10
216700;13.6116;29496.35
216800;13.6119;29510.60
216900;13.6122;29524.85
217000;13.6124;29538.90
217100;13.6127;29553.15
217200;13.6130;29567.45
217300;13.6133;29581.70
217400;13.6136;29595.95
217500;13.6139;29610.25
217600;13.6141;29624.30
217700;13.6144;29638.55
217800;13.6147;29652.80
217900;13.6150;29667.10
218000;13.6153;29681.35
218100;13.6155;29695.40
218200;13.6158;29709.70
218300;13.6161;29723.95
218400;13.6164;29738.20
218500;13.6167;29752.50
218600;13.6170;29766.75
218700;13.6172;29780.80
218800;13.6175;29795.10
218900;13.6178;29809.35
219000;13.6181;29823.65
219100;13.6184;29837.90
219200;13.6187;29852.20
219300;13.6189;29866.25
219400;13.6192;29880.50
219500;13.6195;29894.80
219600;13.6198;29909.10
219700;13.6201;29923.35
219800;13.6204;29937.65
219900;13.6206;29951.70
220000;13.6209;29966.00
220100;13.6212;29980.25
220200;13.6215;29994.55
220300;13.6218;30008.85
220400;13.6220;30022.90
220500;13.6223;30037.15
220600;13.6226;30051.45
220700;13.6229;30065.75
220800;13.6232;30080.05
220900;13.6235;30094.30
221000;13.6237;30108.40
221100;13.6240;30122.65
221200;13.6243;30136.95
221300;13.6246;30151.25
221400;13.6249;30165.55
221500;13.6251;30179.60
221600;13.6254;30193.90
221700;13.6257;30208.20
221800;13.6260;30222.45
221900;13.6263;30236.75
222000;13.6266;30251.05
222100;13.6268;30265.10
222200;13.6271;30279.40
222300;13.6274;30293.70
222400;13.6277;30308.00
222500;13.6280;30322.30
222600;13.6283;30336.60
222700;13.6285;30350.65
222800;13.6288;30364.95
222900;13.6291;30379.25
223000;13.6294;30393.55
223100;13.6297;30407.85
223200;13.6299;30421.95
223300;13.6302;30436.25
223400;13.6305;30450.55
223500;13.6308;30464.85
223600;13.6311;30479.15
223700;13.6314;30493.45
223800;13.6316;30507.50
223900;13.6319;30521.80
224000;13.6322;30536.15
224100;13.6325;30550.45
224200;13.6328;30564.75
224300;13.6331;30579.05
224400;13.6333;30593.15
224500;13.6336;30607.45
224600;13.6339;30621.75
224700;13.6342;30636.05
224800;13.6345;30650.35
224900;13.6347;30664.45
