income;percentage;tax
332600;13.9387;46360.10
332700;13.9390;46375.05
332800;13.9393;46390.00
332900;13.9396;46404.95
333000;13.9398;46419.55
333100;13.9401;46434.45
333200;13.9404;46449.40
333300;13.9407;46464.35
333400;13.9410;46479.30
333500;13.9413;46494.25
333600;13.9415;46508.85
333700;13.9418;46523.80
333800;13.9421;46538.75
333900;13.9424;46553.65
334000;13.9427;46568.60
334100;13.9429;46583.25
334200;13.9432;46598.15
334300;13.9435;46613.10
334400;13.9438;46628.05
334500;13.9441;46643.00
334600;13.9444;46657.95
334700;13.9446;46672.60
334800;13.9449;46687.55
334900;13.9452;46702.45
335000;13.9455;46717.45
335100;13.9458;46732.40
335200;13.9461;46747.35
335300;13.9463;46761.95
335400;13.9466;46776.90
335500;13.9469;46791.85
335600;13.9472;46806.80
335700;13.9475;46821.75
335800;13.9477;46836.40
335900;13.9480;46851.35
336000;13.9483;46866.30
336100;13.9486;46881.25
336200;13.9489;46896.20
336300;13.9492;46911.15
336400;13.9494;46925.80
336500;13.9497;46940.75
336600;13.9500;46955.70
336700;13.9503;46970.65
336800;13.9506;46985.60
336900;13.9509;47000.60
337000;13.9511;47015.20
337100;13.9514;47030.15
337200;13.9517;47045.15
337300;13.9520;47060.10
337400;13.9523;47075.05
337500;13.9525;47089.70
337600;13.9528;47104.65
337700;13.9531;47119.60
337800;13.9534;47134.60
337900;13.9537;47149.55
338000;13.9540;47164.50
338100;13.9542;47179.15
338200;13.9545;47194.10
338300;13.9548;47209.10
338400;13.9551;47224.05
338500;13.9554;47239.05
338600;13.9556;47253.65
338700;13.9559;47268.65
338800;13.9562;47283.60
338900;13.9565;47298.60
339000;13.9568;47313.55
339100;13.9571;47328.55
339200;13.9573;47343.15
339300;13.9576;47358.15
339400;13.9579;47373.10
339500;13.9582;47388.10
339600;13.9585;47403.05
339700;13.9588;47418.05
339800;13.9590;47432.70
339900;13.9593;47447.65
340000;13.9596;47462.65
340100;13.9599;47477.60
340200;13.9602;47492.60
340300;13.9604;47507.25
340400;13.9607;47522.20
340500;13.9610;47537.20
340600;13.9613;47552.20
340700;13.9616;47567.15
340800;13.9619;47582.15
340900;13.9621;47596.80
341000;13.9624;47611.80
341100;13.9627;47626.75
341200;13.9630;47641.75
341300;13.9633;47656.75
341400;13.9636;47671.75
341500;13.9638;47686.40
341600;13.9641;47701.35
341700;13.9644;47716.35
341800;13.9647;47731.35
341900;13.9650;47746.35
342000;13.9652;47761.00
342100;13.9655;47776.00
342200;13.9658;47790.95
342300;13.9661;47805.95
342400;13.9664;47820.95
342500;13.9667;47835.95
342600;13.9669;47850.60
342700;13.9672;47865.60
342800;13.9675;47880.60
342900;13.9678;47895.60
343000;13.9681;47910.60
343100;13.9683;47925.25
343200;13.9686;47940.25
343300;13.9689;47955.25
343400;13.9692;47970.25
343500;13.9695;47985.25
343600;13.9698;48000.25
343700;13.9700;48014.90
343800;13.9703;48029.90
343900;13.9706;48044.90
344000;13.9709;48059.90
344100;13.9712;48074.90
344200;13.9715;48089.90
344300;13.9717;48104.55
344400;13.9720;48119.55
344500;13.9723;48134.55
344600;13.9726;48149.60
344700;13.9729;48164.60
344800;13.9731;48179.25
344900;13.9734;48194.25
345000;13.9737;48209.25
345100;13.9740;48224.25
345200;13.9743;48239.30
345300;13.9746;48254.30
345400;13.9748;48268.95
345500;13.9751;48283.95
345600;13.9754;48299.00
345700;13.9757;48314.00
345800;13.9760;48329.00
345900;13.9763;48344.00
346000;13.9765;48358.70
346100;13.9768;48373.70
346200;13.9771;48388.70
346300;13.9774;48403.75
346400;13.9777;48418.75
346500;13.9779;48433.40
346600;13.9782;48448.45
346700;13.9785;48463.45
346800;13.9788;48478.50
346900;13.9791;48493.50
347000;13.9794;48508.50
347100;13.9796;48523.20
347200;13.9799;48538.20
347300;13.9802;48553.25
347400;13.9805;48568.25
347500;13.9808;48583.30
347600;13.9810;48597.95
347700;13.9813;48613.00
347800;13.9816;48628.00
347900;13.9819;48643.05
348000;13.9822;48658.05
348100;13.9825;48673.10
348200;13.9827;48687.75
348300;13.9830;48702.80
348400;13.9833;48717.80
348500;13.9836;48732.85
348600;13.9839;48747.90
348700;13.9842;48762.90
348800;13.9844;48777.60
348900;13.9847;48792.60
349000;13.9850;48807.65
349100;13.9853;48822.70
349200;13.9856;48837.70
349300;13.9858;48852.40
349400;13.9861;48867.45
349500;13.9864;48882.45
349600;13.9867;48897.50
349700;13.9870;48912.55
349800;13.9873;48927.60
349900;13.9875;48942.25
350000;13.9878;48957.30
350100;13.9881;48972.35
350200;13.9884;48987.40
350300;13.9887;49002.40
350400;13.9890;49017.45
350500;13.9892;49032.15
350600;13.9895;49047.20
350700;13.9898;49062.25
350800;13.9901;49077.25
350900;13.9904;49092.30
351000;13.9906;49107.00
351100;13.9909;49122.05
351200;13.9912;49137.10
351300;13.9915;49152.15
351400;13.9918;49167.20
351500;13.9921;49182.25
351600;13.9923;49196.95
351700;13.9926;49211.95
351800;13.9929;49227.00
351900;13.9932;49242.05
352000;13.9935;49257.10
352100;13.9937;49271.80
352200;13.9940;49286.85
352300;13.9943;49301.90
352400;13.9946;49316.95
352500;13.9949;49332.00
352600;13.9952;49347.10
352700;13.9954;49361.80
352800;13.9957;49376.85
352900;13.9960;49391.90
353000;13.9963;49406.95
353100;13.9966;49422.00
353200;13.9969;49437.05
353300;13.9971;49451.75
353400;13.9974;49466.80
353500;13.9977;49481.85
353600;13.9980;49496.95
353700;13.9983;49512.00
353800;13.9985;49526.70
353900;13.9988;49541.75
354000;13.9991;49556.80
354100;13.9994;49571.90
354200;13.9997;49586.95
354300;14.0000;49602.00
354400;14.0000;49616.00
